Time,NEW,SAME,EXCLUDED
21_39 - 22_17,5,324,8
22_17 - 22_39,6,323,6
22_39 - 23_18,10,323,6
23_18 - 23_38,1,333,0
23_38 - 01_27,10,322,12
01_27 - 02_25,2,326,6
02_25 - 02_46,0,327,1
02_46 - 03_18,0,327,0
03_18 - 03_39,1,325,2
03_39 - 04_22,5,322,4
04_22 - 04_39,0,149,178
04_39 - 05_17,177,149,0
05_17 - 05_40,1,323,3
05_40 - 06_22,4,320,4
06_22 - 06_39,2,322,2
06_39 - 07_16,3,321,3
07_16 - 07_39,1,322,2
07_39 - 08_22,3,321,2
08_22 - 08_39,0,323,1
08_39 - 09_17,5,318,5
09_17 - 09_39,10,313,10
09_39 - 10_19,5,321,2
10_19 - 10_39,2,326,0
10_39 - 11_15,7,325,3
11_15 - 11_39,2,330,2
11_39 - 12_33,7,318,14
12_33 - 13_20,13,324,1
13_20 - 13_39,3,335,2
13_39 - 14_16,9,327,11
14_16 - 14_39,7,329,7
14_39 - 15_18,13,331,5
15_18 - 15_40,4,342,2
15_40 - 16_23,7,334,12
16_23 - 16_41,8,338,3
16_41 - 17_16,5,341,5
17_16 - 17_39,2,345,1
17_39 - 18_22,14,331,16
18_22 - 18_39,2,344,1
18_39 - 19_14,8,333,13
19_14 - 19_39,3,338,3
19_39 - 20_19,11,331,10
20_19 - 20_38,6,333,9
20_38 - 21_15,7,331,8
21_15 - 21_39,9,332,6
21_39 - 22_17,6,107,234
22_17 - 22_39,223,111,2
22_39 - 23_17,7,324,10
23_17 - 23_39,1,329,2
23_39 - 01_24,2,325,5
01_24 - 02_20,2,320,7
02_20 - 02_44,0,322,0
02_44 - 03_19,0,321,1
03_19 - 03_39,1,320,1
03_39 - 04_21,6,316,5
04_21 - 04_39,0,322,0
04_39 - 05_17,0,322,0
05_17 - 05_38,0,322,0
05_38 - 06_22,0,317,5
06_22 - 06_39,0,316,1
06_39 - 07_15,0,314,2
07_15 - 07_39,0,312,2
07_39 - 08_20,1,312,0
08_20 - 08_39,0,312,1
08_39 - 09_16,0,311,1
09_16 - 09_39,7,307,4
09_39 - 10_17,2,312,2
10_17 - 10_39,0,314,0
10_39 - 11_14,3,311,3
11_14 - 11_38,2,313,1
11_38 - 12_32,4,309,6
12_32 - 13_19,4,307,6
13_19 - 13_39,0,310,1
13_39 - 14_16,3,304,6
14_16 - 14_39,0,303,4
14_39 - 15_16,2,287,16
15_16 - 15_39,0,285,4
15_39 - 16_21,1,276,9
16_21 - 16_39,0,275,2
16_39 - 17_14,0,264,11
17_14 - 17_38,0,262,2
17_38 - 18_20,1,255,7
18_20 - 18_39,1,254,2
18_39 - 19_14,1,251,4
19_14 - 19_38,0,250,2
19_38 - 20_18,1,241,9
20_18 - 20_39,0,238,4
20_39 - 21_14,1,227,11
21_14 - 21_39,0,225,3
21_39 - 22_16,1,218,7
22_16 - 22_39,1,212,7
22_39 - 23_17,0,207,6
23_17 - 23_39,1,204,3
23_39 - 01_39,1,199,6
01_39 - 02_39,1,199,1
02_39 - 03_19,0,199,1
03_19 - 03_39,0,199,0
03_39 - 04_21,0,197,2
04_21 - 04_39,0,196,1
04_39 - 05_16,0,196,0
05_16 - 05_39,1,195,1
05_39 - 06_21,0,194,2
06_21 - 06_39,0,193,1
06_39 - 07_16,0,193,0
07_16 - 07_39,0,193,0
07_39 - 08_20,0,192,1
08_20 - 08_39,0,192,0
08_39 - 09_16,2,190,2
09_16 - 09_39,6,186,6
09_39 - 10_18,0,188,4
10_18 - 10_39,1,186,2
10_39 - 11_14,2,183,4
11_14 - 11_39,0,183,2
11_39 - 12_33,4,179,4
12_33 - 13_19,3,176,7
13_19 - 13_39,2,178,1
13_39 - 14_15,6,173,7
14_15 - 14_39,1,171,8
14_39 - 15_17,3,163,9
15_17 - 15_38,7,162,4
15_38 - 16_22,2,167,2
16_22 - 16_40,0,160,9
16_40 - 17_15,2,155,5
17_15 - 17_38,1,156,1
17_38 - 18_21,2,146,11
18_21 - 18_39,1,146,2
18_39 - 19_14,2,143,4
19_14 - 19_39,0,140,5
19_39 - 20_19,1,126,14
20_19 - 20_39,0,121,6
20_39 - 21_15,13,111,10
21_15 - 21_39,0,117,7
21_39 - 22_16,0,112,5
22_16 - 22_39,2,107,5
22_39 - 23_18,2,102,7
23_18 - 23_38,0,103,1
23_38 - 01_39,5,100,3
01_39 - 02_39,4,102,3
02_39 - 03_20,0,106,0
03_20 - 03_39,0,105,1
03_39 - 04_21,5,99,6
04_21 - 04_39,0,104,0
04_39 - 05_18,1,103,1
05_18 - 05_38,2,103,1
05_38 - 06_23,1,105,0
06_23 - 06_39,1,105,1
06_39 - 07_17,3,103,3
07_17 - 07_40,2,104,2
07_40 - 08_24,3,103,3
08_24 - 08_39,1,106,0
08_39 - 09_19,6,106,1
09_19 - 09_39,7,105,7
09_39 - 10_19,7,110,2
10_19 - 10_39,4,116,1
10_39 - 11_15,5,118,2
11_15 - 11_39,2,122,1
11_39 - 12_35,9,122,2
12_35 - 13_21,12,127,4
13_21 - 13_39,2,138,1
13_39 - 14_17,12,134,6
14_17 - 14_40,5,142,4
14_40 - 15_19,8,143,4
15_19 - 15_39,2,151,0
15_39 - 16_23,4,153,0
16_23 - 16_41,2,156,1
16_41 - 17_16,5,155,3
17_16 - 17_38,4,159,1
17_38 - 18_22,4,159,4
18_22 - 18_39,2,161,2
18_39 - 19_14,4,160,3
19_14 - 19_39,6,162,2
19_39 - 20_18,4,167,1
20_18 - 20_39,5,170,1
20_39 - 21_15,6,175,0
21_15 - 21_39,2,180,1
21_39 - 22_17,11,181,1
22_17 - 22_39,6,191,1
22_39 - 23_18,6,197,0
23_18 - 23_39,1,200,3
23_39 - 01_27,6,199,2
01_27 - 02_26,2,203,2
02_26 - 02_46,1,205,0
02_46 - 03_18,2,204,2
03_18 - 03_39,1,205,1
03_39 - 04_21,3,205,1
04_21 - 04_39,0,208,0
04_39 - 05_18,0,207,1
05_18 - 05_39,0,207,0
05_39 - 06_23,1,206,1
06_23 - 06_39,3,207,0
06_39 - 07_17,3,208,2
07_17 - 07_39,1,210,1
07_39 - 08_23,3,209,2
08_23 - 08_39,1,212,0
08_39 - 09_17,5,210,3
09_17 - 09_39,13,208,7
09_39 - 10_19,3,220,1
10_19 - 10_39,4,222,1
10_39 - 11_15,9,224,2
11_15 - 11_38,1,233,0
11_38 - 12_35,16,224,10
12_35 - 13_22,5,235,5
13_22 - 13_39,2,236,4
13_39 - 14_18,14,229,9
14_18 - 14_39,2,242,1
14_39 - 15_31,8,236,8
15_31 - 15_39,1,243,1
15_39 - 16_23,6,239,5
16_23 - 16_42,8,242,3
16_42 - 17_16,7,247,3
17_16 - 17_39,2,251,3
17_39 - 18_22,6,252,1
18_22 - 18_39,2,258,0
18_39 - 19_16,9,257,3
19_16 - 19_38,5,265,1
19_38 - 20_18,4,267,3
20_18 - 20_39,3,270,1
20_39 - 21_15,1,261,12
21_15 - 21_39,2,260,2
21_39 - 22_17,16,260,2
22_17 - 22_39,6,275,1
22_39 - 23_17,4,280,1
23_17 - 23_39,2,283,1
23_39 - 01_37,5,282,3
01_37 - 02_38,3,283,4
02_38 - 03_20,4,286,0
03_20 - 03_39,0,290,0
03_39 - 04_21,10,285,5
04_21 - 04_39,0,295,0
04_39 - 05_16,2,293,2
05_16 - 05_39,0,295,0
05_39 - 06_22,3,291,4
06_22 - 06_40,2,293,1
06_40 - 07_17,5,292,3
07_17 - 07_39,2,292,5
07_39 - 08_23,5,290,4
08_23 - 08_39,1,294,1
08_39 - 09_18,7,290,5
09_18 - 09_39,2,292,5
09_39 - 10_20,2,287,7
10_20 - 10_39,3,286,3
10_39 - 11_15,4,287,2
11_15 - 11_38,2,290,1
11_38 - 12_35,12,282,10
12_35 - 13_22,9,285,9
13_22 - 13_39,2,293,1
13_39 - 14_17,11,282,13
14_17 - 14_39,5,290,3
14_39 - 15_19,8,283,12
15_19 - 15_39,2,288,3
15_39 - 16_23,7,285,5
16_23 - 16_42,3,290,2
16_42 - 17_16,4,288,5
17_16 - 17_39,2,290,2
17_39 - 18_22,9,288,4
18_22 - 18_39,5,291,6
18_39 - 19_13,8,289,7
19_13 - 19_39,3,290,7
19_39 - 20_19,9,288,5
20_19 - 20_39,6,291,6
20_39 - 21_14,4,288,9
21_14 - 21_39,5,287,5
21_39 - 22_17,1,282,10
22_17 - 22_39,12,277,6
22_39 - 23_18,5,285,4
23_18 - 23_39,3,290,0
23_39 - 01_27,8,289,4
01_27 - 02_25,3,295,2
02_25 - 02_47,0,298,0
02_47 - 03_19,2,297,1
03_19 - 03_39,0,299,0
03_39 - 04_21,9,295,4
04_21 - 04_39,0,304,0
04_39 - 05_17,0,304,0
05_17 - 05_39,2,303,1
05_39 - 06_23,1,305,0
06_23 - 06_41,0,304,2
06_41 - 07_17,5,303,1
07_17 - 07_39,7,304,4
07_39 - 08_22,2,307,4
08_22 - 08_39,0,308,1
08_39 - 09_17,4,305,3
09_17 - 09_39,6,300,9
09_39 - 10_19,3,305,1
10_19 - 10_39,2,305,3
10_39 - 11_15,4,301,6
11_15 - 11_39,1,304,1
11_39 - 12_36,13,292,13
12_36 - 13_24,11,300,5
13_24 - 13_39,2,310,1
13_39 - 14_33,4,46,266
14_33 - 14_39,0,50,0
14_39 - 15_32,286,46,4
15_32 - 15_39,0,332,0
15_39 - 16_23,15,323,9
16_23 - 16_40,4,336,2
16_40 - 17_16,9,327,13
17_16 - 17_38,3,331,5
17_38 - 18_22,7,331,3
18_22 - 18_39,5,334,4
18_39 - 19_14,6,332,7
19_14 - 19_39,0,335,3
19_39 - 20_18,6,330,5
20_18 - 20_39,3,328,8
20_39 - 21_15,7,323,8
21_15 - 21_39,4,328,2
21_39 - 22_17,14,314,18
22_17 - 22_39,8,326,2
22_39 - 23_18,2,326,8
23_18 - 23_39,0,328,0
23_39 - 01_27,5,323,5
01_27 - 02_24,4,324,4
02_24 - 02_47,0,327,1
02_47 - 03_18,1,326,1
03_18 - 03_39,1,326,1
03_39 - 04_21,10,318,9
04_21 - 04_39,0,9,319
04_39 - 05_17,317,9,0
05_17 - 05_39,0,326,0
05_39 - 06_22,2,326,0
06_22 - 06_39,3,325,3
06_39 - 07_18,1,324,4
07_18 - 07_39,5,321,4
07_39 - 08_22,3,322,4
08_22 - 08_39,1,325,0
08_39 - 09_17,4,321,5
09_17 - 09_40,9,323,2
09_40 - 10_19,5,329,3
10_19 - 10_39,1,332,2
10_39 - 11_15,4,329,4
11_15 - 11_39,2,330,3
11_39 - 12_33,7,327,5
12_33 - 13_22,7,325,9
13_22 - 13_39,4,330,2
13_39 - 14_16,9,327,7
14_16 - 14_39,4,331,5
14_39 - 15_18,13,328,7
15_18 - 15_39,6,338,3
15_39 - 16_23,20,340,4
16_23 - 16_41,1,357,3
16_41 - 17_17,4,353,5
17_17 - 17_39,3,352,5
17_39 - 18_21,7,348,7
18_21 - 18_39,4,349,6
18_39 - 19_14,8,340,13
19_14 - 19_39,1,347,1
19_39 - 20_23,7,333,15
20_23 - 20_38,3,337,3
20_38 - 21_15,4,334,6
21_15 - 21_39,3,193,145
21_39 - 22_17,135,196,0
22_17 - 22_39,2,327,4
22_39 - 23_18,7,322,7
23_18 - 23_39,1,327,2
23_39 - 01_28,3,323,5
01_28 - 02_23,0,326,0
02_23 - 02_45,0,325,1
02_45 - 03_18,4,325,0
03_18 - 03_39,0,6,323
03_39 - 04_20,318,6,0
04_20 - 04_39,0,324,0
04_39 - 05_16,0,324,0
05_16 - 05_40,0,324,0
05_40 - 06_21,0,322,2
06_21 - 06_39,0,322,0
06_39 - 07_15,0,318,4
07_15 - 07_38,0,314,4
07_38 - 08_21,0,313,1
08_21 - 08_39,0,313,0
08_39 - 09_16,1,311,2
09_16 - 09_39,1,311,1
09_39 - 10_18,3,308,4
10_18 - 10_39,1,310,1
10_39 - 11_14,2,308,3
11_14 - 11_39,0,308,2
11_39 - 12_32,2,303,5
12_32 - 13_19,2,295,10
13_19 - 13_39,0,296,1
13_39 - 14_15,4,281,15
14_15 - 14_39,1,277,8
14_39 - 15_17,0,271,7
15_17 - 15_39,0,269,2
15_39 - 16_23,1,261,8
16_23 - 16_40,0,260,2
16_40 - 17_16,1,252,8
17_16 - 17_39,0,250,3
17_39 - 18_21,1,241,9
18_21 - 18_39,1,236,6
18_39 - 19_13,0,234,3
19_13 - 19_39,0,232,2
19_39 - 20_18,0,226,6
20_18 - 20_39,1,222,4
20_39 - 21_16,0,216,7
21_16 - 21_39,1,214,2
21_39 - 22_16,1,201,14
22_16 - 22_39,0,195,7
22_39 - 23_18,1,189,6
23_18 - 23_39,0,188,2
23_39 - 01_44,1,183,5
01_44 - 02_45,1,181,3
02_45 - 03_19,1,181,1
03_19 - 03_39,0,182,0
03_39 - 04_20,6,176,6
04_20 - 04_39,0,182,0
04_39 - 05_16,0,182,0
05_16 - 05_39,0,182,0
05_39 - 06_21,0,181,1
06_21 - 06_38,0,180,1
06_38 - 07_15,0,179,1
07_15 - 07_39,0,179,0
07_39 - 08_20,0,176,3
08_20 - 08_39,0,176,0
08_39 - 09_17,1,175,1
09_17 - 09_39,2,169,7
09_39 - 10_17,0,168,3
10_17 - 10_39,0,167,1
10_39 - 11_14,2,164,3
11_14 - 11_38,0,166,0
11_38 - 12_31,1,163,3
12_31 - 13_19,5,155,9
13_19 - 13_39,0,158,2
13_39 - 14_15,2,151,7
14_15 - 14_39,0,148,5
14_39 - 15_18,0,140,8
15_18 - 15_39,1,138,2
15_39 - 16_22,2,120,19
16_22 - 16_39,0,121,1
16_39 - 17_14,0,117,4
17_14 - 17_39,1,114,3
17_39 - 18_20,1,108,7
18_20 - 18_38,0,104,5
18_38 - 19_14,2,98,6
19_14 - 19_39,0,99,1
19_39 - 20_17,3,91,8
20_17 - 20_38,0,89,5
20_38 - 21_15,0,84,5
21_15 - 21_39,0,78,6
21_39 - 22_16,0,75,3
22_16 - 22_39,0,73,2
22_39 - 23_18,2,65,8
23_18 - 23_39,1,65,2
23_39 - 01_38,5,61,5
01_38 - 02_40,3,63,3
02_40 - 03_19,1,65,1
03_19 - 03_39,0,66,0
03_39 - 04_21,8,56,10
04_21 - 04_39,0,64,0
04_39 - 05_18,1,63,1
05_18 - 05_39,0,64,0
05_39 - 06_24,0,64,0
06_24 - 06_40,1,63,1
06_40 - 07_17,2,63,1
07_17 - 07_39,1,64,1
07_39 - 08_23,2,63,2
08_23 - 08_39,1,65,0
08_39 - 09_18,2,66,0
09_18 - 09_39,4,68,0
09_39 - 10_20,2,67,5
10_20 - 10_39,0,68,1
10_39 - 11_15,4,65,3
11_15 - 11_39,1,69,0
11_39 - 12_35,5,69,1
12_35 - 13_21,4,73,1
13_21 - 13_39,0,77,0
13_39 - 14_16,4,73,4
14_16 - 14_39,1,75,2
14_39 - 15_18,3,76,0
15_18 - 15_38,0,77,2
15_38 - 16_23,1,76,1
16_23 - 16_41,0,77,0
16_41 - 17_17,0,77,0
17_17 - 17_39,0,77,0
17_39 - 18_22,5,74,3
18_22 - 18_39,6,77,2
18_39 - 19_15,1,83,0
19_15 - 19_39,0,84,0
19_39 - 20_18,8,83,1
20_18 - 20_39,2,90,1
20_39 - 21_15,0,92,0
21_15 - 21_39,0,92,0
21_39 - 22_17,0,92,0
22_17 - 22_38,0,92,0
22_38 - 23_17,1,92,0
23_17 - 23_39,0,93,0
23_39 - 01_39,5,93,0
01_39 - 02_40,2,97,1
02_40 - 03_18,1,98,1
03_18 - 03_39,0,99,0
03_39 - 04_21,11,94,5
04_21 - 04_39,0,105,0
04_39 - 05_17,1,105,0
05_17 - 05_38,0,106,0
05_38 - 06_23,2,106,0
06_23 - 06_39,3,106,2
06_39 - 07_16,5,107,2
07_16 - 07_39,1,111,1
07_39 - 08_22,3,108,4
08_22 - 08_39,0,111,0
08_39 - 09_19,4,107,4
09_19 - 09_39,5,109,2
09_39 - 10_19,4,112,2
10_19 - 10_39,3,116,0
10_39 - 11_15,2,118,1
11_15 - 11_39,2,119,1
11_39 - 12_37,14,118,3
12_37 - 13_21,17,125,7
13_21 - 13_39,4,139,3
13_39 - 14_16,10,137,6
14_16 - 14_39,5,145,2
14_39 - 15_18,11,149,1
15_18 - 15_39,3,160,0
15_39 - 16_21,5,157,6
16_21 - 16_39,1,161,1
16_39 - 17_15,2,162,0
17_15 - 17_39,8,163,1
17_39 - 18_21,5,170,1
18_21 - 18_39,5,174,1
18_39 - 19_14,4,174,5
19_14 - 19_39,1,178,0
19_39 - 20_19,8,175,4
20_19 - 20_39,3,183,0
20_39 - 21_15,6,184,2
21_15 - 21_38,7,188,2
21_38 - 22_17,10,194,1
22_17 - 22_39,4,204,0
22_39 - 23_17,11,204,4
23_17 - 23_39,0,215,0
23_39 - 01_49,4,209,6
01_49 - 02_56,4,211,2
02_56 - 03_21,0,215,0
03_21 - 03_39,0,215,0
03_39 - 04_48,7,210,5
04_48 - 05_17,0,217,0
05_17 - 05_39,1,217,0
05_39 - 06_24,2,216,2
06_24 - 06_39,2,217,1
06_39 - 07_17,4,216,3
07_17 - 07_39,2,219,1
07_39 - 08_22,2,220,1
08_22 - 08_39,1,221,1
08_39 - 09_18,3,219,3
09_18 - 09_38,5,221,1
09_38 - 10_19,6,221,5
10_19 - 10_39,3,224,3
10_39 - 11_15,6,224,3
11_15 - 11_41,4,230,0
11_41 - 12_36,12,228,6
12_36 - 13_21,13,232,8
13_21 - 13_39,4,243,2
13_39 - 14_16,10,240,7
14_16 - 14_39,6,249,1
14_39 - 15_18,9,246,9
15_18 - 15_39,2,252,3
15_39 - 16_23,7,251,3
16_23 - 16_41,5,257,1
16_41 - 17_17,13,260,2
17_17 - 17_39,2,273,0
17_39 - 18_22,8,270,5
18_22 - 18_39,3,271,7
18_39 - 19_15,7,267,7
19_15 - 19_39,4,272,2
19_39 - 20_18,8,265,11
20_18 - 20_39,4,272,1
20_39 - 21_15,6,273,3
21_15 - 21_39,5,278,1
21_39 - 22_16,10,281,2
22_16 - 22_39,5,291,0
22_39 - 23_17,5,294,2
23_17 - 23_39,1,298,1
23_39 - 02_08,10,294,5
02_08 - 03_22,3,301,3
03_22 - 03_44,0,304,0
03_44 - 04_22,5,297,7
04_22 - 04_39,1,300,2
04_39 - 05_17,0,301,0
05_17 - 05_39,0,301,0
05_39 - 07_15,5,295,6
07_15 - 07_17,1,299,1
07_17 - 07_39,3,297,3
07_39 - 08_22,3,297,3
08_22 - 08_39,1,300,0
08_39 - 09_18,5,297,4
09_18 - 09_39,10,297,5
09_39 - 10_22,4,305,2
10_22 - 10_39,2,307,2
10_39 - 11_15,5,307,2
11_15 - 11_39,3,310,2
11_39 - 12_37,15,302,11
12_37 - 13_23,5,310,7
13_23 - 13_38,1,312,3
13_38 - 14_17,13,301,12
14_17 - 14_39,4,309,5
14_39 - 15_18,9,304,9
15_18 - 15_39,8,306,7
15_39 - 16_25,16,301,13
16_25 - 16_43,8,312,5
16_43 - 17_15,5,316,4
17_15 - 17_39,4,312,9
17_39 - 18_24,10,310,6
18_24 - 18_39,3,319,1
18_39 - 19_14,10,314,8
19_14 - 19_39,5,320,4
